"Species","Scenario","Subpopulation #","Subpopulation","Correct Productivity Weighting?","Productivity Weighting","Correct Capacity Weighting?","Capacity Weighting","Diversity","Survival","Eggs per Spawner","Productivity","Capacity","Equilibrium Abundance","Juvenile-to-Adult Survival","Juvenile-to-Spawner Survival","Juvenile Productivity","Juvenile Capacity","Juvenile Abundance","Juvenile-to-Adult Productivity","Juvenile-to-Adult Capacity","Juvenile-to-Adult Abundance","...3"
"Coho","with Project and Mitigation 10",80,"Middle Chehalis Region",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.0434782608695652,0.00125038800375785,1500,1.87558200563677,871.591582359466,406.886984138737,0.135586705568741,0.117904270766229,15.3667564513903,7702.00213420324,3450.99445079032,2.10851467495536,1029.26430527039,467.908968518667,NA
"Coho","with Project and Mitigation 10",90,"Cascade Mts Region",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.247544932369835,0.00216356397764904,1500,3.24534596647357,8363.13574260269,5786.17296914216,0.132207975585981,0.111625897937364,26.6102416713102,78142.5480890104,51835.3990969811,3.51055542426504,10342.3278318675,6853.05317830324,NA
"Coho","with Project and Mitigation 10",100,"Willapa Hills Region",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.287714712471994,0.00235919845816148,1500,3.53879768724221,7402.17596846545,5310.45538349073,0.131363127979874,0.118648895961552,28.8886061064361,63194.7506577676,44757.7311230237,3.77987271389288,8315.07533699485,5879.51556160256,NA
"Coho","with Project and Mitigation 10",1010,"Humptulips SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.922562387445331,0.00361854432479753,1500,5.42781648719629,12779.8237305511,10425.3182382049,0.125311473204562,0.106272528964189,48.0747515921018,121974.077061421,98099.8414154414,6.06214775638806,15261.5737067626,12293.0356489029,NA
"Coho","with Project and Mitigation 10",1030,"Hoquiam SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.851580135440181,0.00475571910368344,1500,7.13357865552515,4252.93995779184,3656.75392506368,0.123898515146524,0.103229260720391,63.9200788989296,41751.0468037484,35423.6182604119,8.0171360222556,5161.67618510612,4388.93370358235,NA
"Coho","with Project and Mitigation 10",1040,"Wishkah SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.861036878674506,0.00432786454553979,1500,6.49179681830968,6927.90285450162,5860.72483762932,0.125237754153787,0.109331630334466,54.8830232624745,64325.0649767225,53605.0255511628,6.90960644009676,8047.49981912616,6713.37301138397,NA
"Coho","with Project and Mitigation 10",1050,"Johns SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.702357563850688,0.00388532470146544,1500,5.82798705219816,2854.82495762518,2364.97744560155,0.123437854620013,0.112726683043791,49.5094064455241,25559.4483628222,20979.7483767249,6.12435045760397,3153.5404944957,2589.69513009064,NA
"Coho","with Project and Mitigation 10",1060,"Elk River SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.974789915966387,0.00402802805156083,1500,6.04204207734124,1166.82972337015,973.711286187139,0.123006222217672,0.109767848008985,52.3574076904957,10739.2628668773,8870.6420308744,6.44261270259353,1320.89570677196,1091.14416486315,NA
"Coho","with Project and Mitigation 10",1070,"Andrews SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",1,0.00482424770558349,1500,7.23637155837524,297.493704373785,256.382810333322,0.121890843887988,0.112359844776837,62.8701539638553,2658.08247765517,2281.80103703894,7.6565913243932,324.042710036166,278.130653989163,NA
"Coho","with Project and Mitigation 10",1080,"Chenois Creek SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.926829268292683,0.00199212039480402,1500,2.98818059220603,129.442409922797,86.1242750482122,0.12277067055363,0.110277289647381,25.9369334524922,1200.80307447407,780.979250792258,3.18448948038646,147.418551821188,95.8813463082375,NA
"Coho","with Project and Mitigation 10",1100,"Newskah Creek SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.953488372093023,0.00555015405155961,1500,8.3252310773394,378.667727096061,333.1833767425,0.123907019765289,0.117859849670056,69.4456627190634,3220.40447841513,2826.94554316194,8.5989522320702,399.068526674879,350.278397291961,NA
"Coho","with Project and Mitigation 10",1110,"Campbell Slough SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.882352941176471,0.00156804653556304,1500,2.35206980334455,5.55036983545696,3.19058874921346,0.120126059888628,0.0379358345053554,61.7071338657142,146.827042436093,84.1048784299985,7.41686912867052,17.6302479602901,10.1031876632078,NA
"Coho","with Project and Mitigation 10",1200,"Lower Chehalis: Satsop to Porter SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.424242424242424,0.00127007069858855,1500,1.90510604788282,888.818030483685,422.27285759347,0.12558681735147,0.112024030626641,16.8303523486639,8026.84619378489,3769.48459389791,2.12697989920334,1000.99169613084,473.397573203036,NA
"Coho","with Project and Mitigation 10",1220,"Tidal Zone SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.453815261044177,0.00363461109653783,1500,5.45191664480675,699.508177577584,571.203175291112,0.125216406354641,0.0850717905922552,47.959069955076,8894.38104853363,6714.36643468409,6.00715712661785,1113.60838926302,840.748835899366,NA
"Coho","with Project and Mitigation 10",1230,"Lower Chehalis: Porter to Black SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.552036199095023,0.00152509747587308,1500,2.28764621380962,796.718237873865,448.4483729514,0.129135038681308,0.117265455403477,19.4748038890101,6803.22206771402,3824.21550667601,2.51696401238158,877.967943777678,493.840217380265,NA
"Coho","with Project and Mitigation 10",1240,"Lower Chehalis: Black to Skook SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.464788732394366,0.00147606140589109,1500,2.21409210883663,1075.26028170338,589.616402023795,0.128264215751788,0.117035529683106,19.0372192722025,9140.36889548209,5037.92654777812,2.42221344068004,1180.15081388884,646.185697665873,NA
"Coho","with Project and Mitigation 10",1250,"Middle Chehalis: Skook to Newaukum SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.130769230769231,0.00133347666139751,1500,2.00021499209627,307.171525828541,153.60227100228,0.13728504946662,0.122394407859412,16.2756709124699,2520.01132254995,1254.97785142859,2.25820079565121,342.323933143203,172.289696412886,NA
"Coho","with Project and Mitigation 10",1260,"Middle Chehalis: Newaukum to SF SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.0278745644599303,0.00111883302035715,1500,1.67824953053572,402.710464226048,162.751830602896,0.133123739649504,0.117053096638146,14.1125510254355,3523.21031489103,1390.41029479144,1.8753339683766,470.323844298337,185.096618089806,NA
"Coho","with Project and Mitigation 10",1270,"Middle Chehalis: SF to Rainbow Falls SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.0130718954248366,0.000969807610565565,1500,1.45471141584835,127.077922004944,39.7218178178909,0.137276246544772,0.126861014214067,11.0556874338555,1090.96405492543,313.112882345902,1.56266609900658,139.76839765387,42.9829612332604,NA
"Coho","with Project and Mitigation 10",1280,"Chehalis RBF to Crim SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.0376344086021505,0.00100967936326203,1500,1.51451904489305,150.135152316186,51.0045716724885,0.132769455424436,0.120855768124566,12.5302724570381,1242.52764453371,422.028443192866,1.65794753434171,166.077829496194,56.0324865763392,NA
"Coho","with Project and Mitigation 10",1290,"Upper Chehalis SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.028169014084507,0.000987184390236796,1500,1.4807765853552,53.7957756292158,17.4663413571904,0.137494367798096,0.125810326244808,11.7406801420021,429.820254326969,138.830745285594,1.61844118322747,58.7808930044082,19.0884455539812,NA
"Coho","with Project and Mitigation 10",1300,"EF Chehalis River SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.192727272727273,0.00179164630319374,1500,2.68746945479062,305.167611039178,191.615581454174,0.128607143862566,0.120273672891549,22.6741819640021,2515.60916446865,1593.16313244175,2.85203918961196,327.78569107712,204.892160170472,NA
"Coho","with Project and Mitigation 10",1310,"Wynoochee SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.853279452906435,0.00306729826656002,1500,4.60094739984004,10432.0556667315,8164.68445812036,0.126101997068684,0.105920744078897,39.1630526998652,101567.890010123,77082.9598028387,4.96926279095725,12782.8095081843,9720.31517110307,NA
"Coho","with Project and Mitigation 10",1320,"Stevens Tidal SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.961538461538462,0.00191256381275354,1500,2.86884571913031,116.878652539009,76.1379979406709,0.120913382562597,0.112009099664553,25.3442138838887,1049.42135449016,679.748325526142,3.06872514909056,126.793126178194,82.1906693306271,NA
"Coho","with Project and Mitigation 10",1330,"Elizabeth Creek SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.888888888888889,0.00160270620441911,1500,2.40405930662866,150.910188280007,88.1371161416013,0.126367390261835,0.078897595181195,29.2323033352551,1972.2388937011,1117.10776404765,3.73195828077543,247.3017231491,141.165992783935,NA
"Coho","with Project and Mitigation 10",1350,"Satsop SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.893238434163701,0.00315286797713632,1500,4.72930196570446,16197.0778140742,12772.2430432072,0.128011752507422,0.10764412776417,41.836190987815,152520.096190064,118652.483033622,5.38126191084319,19497.7465738423,15188.9122924912,NA
"Coho","with Project and Mitigation 10",1360,"Newman SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.45679012345679,0.00167903796311575,1500,2.51855694467362,882.529851372973,532.118933232173,0.124150682330795,0.099002311998087,23.4937528600539,9428.41292308197,5374.8131987307,2.93932142701344,1163.8083401423,667.286726022982,NA
"Coho","with Project and Mitigation 10",1370,"Fuller SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.0526315789473684,0.00111751508173451,1500,1.67627262260176,10.7644894183032,4.34280760285033,0.132195579657113,0.0314345889794132,41.5842341908006,587.897592852134,138.153789944398,5.58083406011689,74.1045182474116,18.2633203435268,NA
"Coho","with Project and Mitigation 10",1380,"Workman SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Coho","with Project and Mitigation 10",1400,"Cloquallum SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.856741573033708,0.00300830219473208,1500,4.51245329209812,4165.8163837776,3242.6342222974,0.125915721458677,0.106633358289181,38.6923796038138,40137.3362468783,30409.1915918434,4.90188954172334,5044.07544232907,3828.9952982621,NA
"Coho","with Project and Mitigation 10",1410,"LB Trib 0520 SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",1,0.00184603957202011,1500,2.76905935803017,58.35539631962,37.2813098612017,0.124396609069926,0.113388205912157,23.9322414839998,520.662725714725,328.793542161553,2.97389262220934,64.8093355295655,40.9008017289871,NA
"Coho","with Project and Mitigation 10",1420,"Delzene SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.761421319796954,0.00197145900684849,1500,2.95718851027274,391.752932654487,259.278140704766,0.126175663273507,0.101671375393771,27.7521563597719,3950.11411282293,2550.15868232909,3.52584631328594,496.537399220703,321.767963195565,NA
"Coho","with Project and Mitigation 10",1430,"LB Trib 2250 SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.675675675675676,0.00146941285914168,1500,2.20411928871252,80.4627644521227,43.9571338974702,0.123892391057558,0.11072682280634,19.6137333672813,735.781056028573,396.987222999714,2.42531456741035,91.3079667969102,49.1836962767344,NA
"Coho","with Project and Mitigation 10",1440,"Mox Chehalis SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.921800947867299,0.00226428964900322,1500,3.39643447350483,1090.17409437506,769.198052328799,0.128422983646582,0.117472238770314,28.3836329318511,9353.0132979673,6547.91345070695,3.67280213104341,1197.27477659053,840.902581999373,NA
"Coho","with Project and Mitigation 10",1450,"RB Trib 0542 SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.619047619047619,0.00168172331198937,1500,2.52258496798405,31.8048678614129,19.1968216449042,0.125882104397725,0.113389738445351,21.5307186475106,286.757390808846,169.299461380769,2.73608238790137,35.8634541735458,21.3117724720125,NA
"Coho","with Project and Mitigation 10",1460,"Porter SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.73015873015873,0.00185837429066289,1500,2.78756143599433,778.376430599546,499.144403441767,0.127518088355117,0.117177081238799,23.5025470411542,6688.38840800656,4259.74429610978,3.00326695997627,851.876991213407,543.194449521532,NA
"Coho","with Project and Mitigation 10",1470,"Gaddis SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.371794871794872,0.00138841040072367,1500,2.0826156010855,89.652326244512,46.6043791352214,0.123917472687688,0.0727195751732746,26.2354160197057,1346.82435535735,640.87804451791,3.20944164769794,169.311577351749,79.4159875776868,NA
"Coho","with Project and Mitigation 10",1480,"Gibson SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.943396226415094,0.00187895740104045,1500,2.81843610156067,116.70716510248,75.2986814977405,0.12399730792195,0.115357091770227,24.0290359251284,1021.12681540192,652.744277289201,2.98546687528119,126.475173337375,80.9385331453198,NA
"Coho","with Project and Mitigation 10",1490,"Cedar SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.594262295081967,0.0017750195027923,1500,2.66252925418845,1043.35500977117,651.488889190579,0.127989196680909,0.117187024352851,22.5386555106987,8946.71211068626,5559.39441920583,2.87252012820761,1148.04955402142,711.542425746481,NA
"Coho","with Project and Mitigation 10",1500,"Rock (Central Lowlands) SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.944174757281553,0.00220813849293533,1500,3.31220773940299,918.265096655634,641.028531529696,0.127780661725571,0.117939745967024,27.4372790214141,7866.05799065599,5435.22055498515,3.52170384000356,1003.12365764871,694.516079140428,NA
"Coho","with Project and Mitigation 10",1510,"Davis SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Coho","with Project and Mitigation 10",1520,"Harris SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.584615384615385,0.00161610874307322,1500,2.42416311460982,171.78199529726,100.919603958174,0.125761219375126,0.0978171906101181,22.8657401342314,1865.99133639779,1031.71644297597,2.85246178736618,236.220354998729,129.749917918025,NA
"Coho","with Project and Mitigation 10",1530,"Garrard SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.649717514124294,0.00191376033729392,1500,2.87064050594088,590.452271963938,384.765676675542,0.130119748124118,0.107560450813111,24.520320957412,5761.86712036828,3577.20401659603,3.19796254687646,748.676886803149,465.464885628059,NA
"Coho","with Project and Mitigation 10",1540,"LB Trib 0647 SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.25,0.00275561557602564,1500,4.13342336403846,80.1982725498247,60.7958872902928,0.132782128429869,0.0955985186825617,33.3557850780441,926.502300333472,635.950097638726,4.50527922516443,122.07925469241,84.442807539653,NA
"Coho","with Project and Mitigation 10",1550,"Black River SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.743977591036415,0.00242115175812268,1499.99999999999,3.63172763718401,6462.04211535344,4682.71206615294,0.132108048464517,0.115610134539935,29.8196782013526,57053.8997908562,40504.3388694908,3.95723822061413,7523.43777585854,5350.9491623939,NA
"Coho","with Project and Mitigation 10",1560,"Independence SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.63758389261745,0.00209311576702698,1500,3.13967365054047,798.790801092068,544.372383765617,0.130108491081379,0.108118372388537,27.4660007093541,7591.33299884954,5034.96650698129,3.58791967175569,985.693917605635,655.091894868615,NA
"Coho","with Project and Mitigation 10",1570,"Scatter SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.947080291970803,0.00273016119839655,1500,4.09524179759484,939.188269121237,709.851806089231,0.132521078682861,0.12158726228323,33.3332790472173,7750.55577671352,5838.20864751176,4.41309534900776,1027.43739577777,773.685707543866,NA
"Coho","with Project and Mitigation 10",1580,"Prairie SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.09375,0.001589751963903,1500,2.3846279458545,167.953138800849,97.5215483748359,0.127211526973332,0.116873428096564,20.8503554706746,1415.14798499074,834.420192537354,2.56250387032118,184.528762555362,106.147866830058,NA
"Coho","with Project and Mitigation 10",1600,"Lincoln Cr SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.753731343283582,0.00267180996194046,1500,4.00771494291069,1292.34725964236,969.882394238592,0.13392973804477,0.116637432616133,32.5118528918149,11293.536922962,8315.36130798236,4.35768947161401,1512.11969007365,1113.67416172569,NA
"Coho","with Project and Mitigation 10",1610,"Scammon SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.0215827338129496,0.00177279002310286,1500,2.65918503465429,40.2468979494407,25.1118481409669,0.126427747541269,0.111825912289785,22.5489860615553,372.148561216942,224.561978764744,2.84396445456191,47.1245351734353,28.3908651586368,NA
"Coho","with Project and Mitigation 10",1620,"Skookumchuck SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.226570545829042,0.00241581502819283,1500,3.62372254228924,2130.77295446313,1542.76630395477,0.13269892689959,0.123117785958846,28.7917639645742,17454.9446773072,12530.8158519879,3.81885760516566,2316.6764166988,1662.82581673517,NA
"Coho","with Project and Mitigation 10",1630,"China SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0,0,1500,0,62.4870162823167,0,0,0,0,1380.15933011574,0,0,177.170534925213,0,NA
"Coho","with Project and Mitigation 10",1640,"Salzer SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.0438356164383562,0.0014686129750539,1500,2.20291946258085,317.652483550605,173.456343407353,0.129994291211545,0.0860214619810392,21.4671129208396,4398.13872442922,2016.43100934028,2.74370864439829,583.51250525039,262.12451983617,NA
"Coho","with Project and Mitigation 10",1650,"Coal SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.2,0.00100652277581015,1500,1.50978416371523,102.674753518133,34.6685073369079,0.12384338792231,0.103172299860984,14.6642675433071,991.114192421715,336.025341914649,1.79260541371442,125.957548820063,41.6145167704628,NA
"Coho","with Project and Mitigation 10",1660,"Dillenbaugh SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.0145985401459854,0.00104769282997945,1500,1.57153924496918,90.2040627385156,32.8055198594386,0.122428830926164,0.0477142520995589,28.5353728022544,2589.22237013166,687.541319750496,3.38919310115793,346.506531035262,84.1748799904851,NA
"Coho","with Project and Mitigation 10",1670,"Newaukum SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.318968331700947,0.00201134826562426,1500,3.01702239843639,5285.31476424712,3533.48330055421,0.132057460651478,0.113719442046589,25.2839095676674,47641.23177861,31071.9366623925,3.32662413767023,6303.81401889263,4103.28105315911,NA
"Coho","with Project and Mitigation 10",1680,"Mill SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.258620689655172,0.0017140435522548,1500,2.5710653283822,129.272673019513,78.9928642599058,0.129435925280339,0.113368849126441,22.9767143749302,1130.94908799934,696.777508712334,2.88399200388939,149.289073853794,90.1880415547103,NA
"Coho","with Project and Mitigation 10",1690,"Stearns SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.183641975308642,0.00161232664292672,1500,2.41848996439008,476.704461321002,279.59615475781,0.128777063643029,0.105314649931768,21.9504207637105,4678.85120841663,2654.86477844209,2.75544659720037,614.647825065192,341.885690537074,NA
"Coho","with Project and Mitigation 10",1700,"RB Trib 0949 SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0,0,1500,0,22.0671472313141,0,0,0,0,469.709791851659,0,0,63.0872199268867,0,NA
"Coho","with Project and Mitigation 10",1710,"Van Ornum SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0,0,1500,0,7.12649849317878,0,0,0,0,259.967070987974,0,0,33.4843901754318,0,NA
"Coho","with Project and Mitigation 10",1720,"Bunker SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.290676416819013,0.00193824896103546,1500,2.90737344155319,451.223264192412,296.023640455271,0.128123013277204,0.103775319155166,27.3809661139829,4401.60300343148,2852.5437730782,3.45967886278169,568.268536926963,365.476503711903,NA
"Coho","with Project and Mitigation 10",1730,"South Fork SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.387587340731607,0.00235589184153397,1500,3.53383776230095,4593.25077337015,3293.45970136027,0.131885297536861,0.118676242689814,28.7009529402818,39285.3982904467,27751.6344191012,3.76996831312749,5189.90042144282,3660.03256249735,NA
"Coho","with Project and Mitigation 10",1740,"Nicholson SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0,0,1500,0,17.3610751272588,0,0,0,0,164.998071364464,0,0,21.6605017003302,0,NA
"Coho","with Project and Mitigation 10",1750,"Garret SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0,0,1500,0,10.2149031637294,0,0,0,0,80.8267095421445,0,0,10.9005745789076,0,NA
"Coho","with Project and Mitigation 10",1760,"Hope SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.164705882352941,0.00189945075213413,1500,2.84917612820119,36.5399390490496,23.7152004562414,0.131337793518901,0.120096895689784,23.6703756473121,304.626870394087,197.467222779004,3.11384757650881,39.9739608108664,25.9349093320996,NA
"Coho","with Project and Mitigation 10",1770,"Dell SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.0375,0.00123141728174238,1500,1.84712592261357,19.1225864947885,8.76996989151373,0.129480653069033,0.0832407969934145,22.746765231597,223.276586758318,105.356630501839,2.88573946069667,29.5932355098919,13.6416453225309,NA
"Coho","with Project and Mitigation 10",1780,"Marcuson SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0,0,1500,0,4.66867925588755,0,0,0,0,122.317887601391,0,0,16.6226331092103,0,NA
"Coho","with Project and Mitigation 10",1790,"Dunn SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.171717171717172,0.00122596464611766,1500,1.8389469691765,63.7550145026748,29.0857088776055,0.131216023062132,0.121712743564708,15.0781280909113,525.093231218177,238.970119526902,1.98316987268523,68.7066034256542,31.3567087150025,NA
"Coho","with Project and Mitigation 10",1800,"Absher SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0,0,1500,0,17.6179609768842,0,0,0,0,198.469246664245,0,0,24.8312739688996,0,NA
"Coho","with Project and Mitigation 10",1810,"Capps SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.0967741935483871,0.00119645659502096,1500,1.79468489253144,15.5825038741265,6.89991901537334,0.127527757594912,0.114349625380905,16.1476750909971,131.62457681011,60.3405476177933,1.98800617191595,17.5281422422679,7.6950947297462,NA
"Coho","with Project and Mitigation 10",1820,"Elk Creek SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.387173396674584,0.00256583327323497,1500,3.84874990985246,1460.61048863516,1081.107916931,0.130370704273135,0.11944434004088,31.6034885476735,12312.9845682682,9051.14396011552,4.10827134468182,1606.92957597298,1180.00401255779,NA
"Coho","with Project and Mitigation 10",1830,"Fronia SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.0833333333333333,0.00123009299354838,1500,1.84513949032257,9.68088813593693,4.43419096929371,0.135380800678077,0.117335674895719,15.0077202651983,87.4536907555224,37.7906461375412,2.01150591128237,11.9982955200412,5.11612793224219,NA
"Coho","with Project and Mitigation 10",1840,"Robinson SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.19047619047619,0.00191095558692507,1500,2.86643338038761,16.6075442740338,10.8137433827714,0.135508309462344,0.126732650612129,22.4006603648039,131.728556783112,85.3272091330858,3.04963437627049,17.8053597382799,11.5625458607643,NA
"Coho","with Project and Mitigation 10",1850,"Jones SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.175438596491228,0.00267219509183961,1500,4.00829263775941,88.3810094473718,66.3314692978343,0.131784308821749,0.12168465361307,33.6417050223848,721.310634766547,545.109570749598,4.34477410343166,95.6886977188756,71.8368880133562,NA
"Coho","with Project and Mitigation 10",1860,"RB Trib 2383 SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.153846153846154,0.0018616064521961,1500,2.79240967829414,14.9145514298685,9.5734470977206,0.115365103847924,0.108874714402424,26.2142545866248,135.3567285423,87.9308584207636,2.95016848999848,15.8297206987317,10.1441526131485,NA
"Coho","with Project and Mitigation 10",1870,"Stowe SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.133333333333333,0.00179192357280761,1500,2.68788535921142,38.9774899393612,24.4763171844352,0.132185884480816,0.0898716257727047,30.0542622129075,432.455418871437,272.347551009464,3.93885430841151,57.4551605214496,36.0005019163701,NA
"Coho","with Project and Mitigation 10",1880,"Rock(UC) SB",FALSE,"Equilibrium Abundance (Productivity > 1)",FALSE,"Capacity (Productivity > 0)",0.212962962962963,0.00216107203514385,1500,3.24160805271577,194.726377496913,134.655457653974,0.130510069674053,0.11641020839126,27.3780367911666,1685.62515797491,1156.73238210683,3.57231993356532,220.013290730849,150.965223782996,NA
